Datetime,Open,High,Low,Close,Volume
2024-01-02 05:30:00,1.10038,1.10101,1.10028,1.10097,0
2024-01-02 05:45:00,1.10097,1.10111,1.1003,1.10075,0
2024-01-02 06:00:00,1.10075,1.10077,1.09893,1.09895,0
2024-01-02 06:15:00,1.09897,1.0992,1.09784,1.09804,0
2024-01-02 06:30:00,1.09803,1.09803,1.09705,1.0971,0
2024-01-02 06:45:00,1.09709,1.09728,1.09665,1.0969,0
2024-01-02 07:00:00,1.09691,1.09717,1.09678,1.09692,0
2024-01-02 07:15:00,1.09691,1.09693,1.09613,1.09655,0
2024-01-02 07:30:00,1.09654,1.0968,1.0958,1.09608,0
2024-01-02 07:45:00,1.09608,1.09632,1.09537,1.09537,0
2024-01-02 08:00:00,1.09538,1.09587,1.09535,1.09578,0
2024-01-02 08:15:00,1.09578,1.09621,1.0952,1.09579,0
2024-01-02 08:30:00,1.0958,1.0965,1.09571,1.09643,0
2024-01-02 08:45:00,1.09642,1.09647,1.09494,1.09527,0
2024-01-02 09:00:00,1.09526,1.09573,1.09449,1.09461,0
2024-01-02 09:15:00,1.0946,1.09538,1.09448,1.0952,0
2024-01-02 09:30:00,1.09518,1.09637,1.09512,1.09571,0
2024-01-02 09:45:00,1.09572,1.09639,1.09515,1.09631,0
2024-01-02 10:00:00,1.09631,1.09682,1.09553,1.09578,0
2024-01-02 10:15:00,1.09578,1.09617,1.09532,1.09594,0
2024-01-02 10:30:00,1.09594,1.09594,1.09497,1.09525,0
2024-01-02 10:45:00,1.09524,1.09557,1.0941,1.09435,0
2024-01-02 11:00:00,1.09436,1.09582,1.09408,1.09574,0
2024-01-02 11:15:00,1.09573,1.09616,1.09558,1.09578,0
2024-01-02 11:30:00,1.09577,1.09578,1.09445,1.09464,0
2024-01-02 11:45:00,1.09465,1.09578,1.09464,1.09564,0
2024-01-02 12:00:00,1.09565,1.09575,1.09482,1.09508,0
2024-01-02 12:15:00,1.09509,1.09556,1.09459,1.09533,0
2024-01-02 12:30:00,1.09532,1.09559,1.09515,1.09516,0
2024-01-02 12:45:00,1.09513,1.09526,1.09467,1.09504,0
2024-01-02 13:00:00,1.09504,1.09543,1.09477,1.0953,0
2024-01-02 13:15:00,1.09529,1.09558,1.09523,1.09543,0
2024-01-02 13:30:00,1.09543,1.09549,1.09476,1.09482,0
2024-01-02 13:45:00,1.09482,1.09503,1.09462,1.09467,0
2024-01-02 14:00:00,1.09466,1.09475,1.09429,1.09465,0
2024-01-02 14:15:00,1.09464,1.09498,1.09444,1.09495,0
2024-01-02 14:30:00,1.09493,1.09501,1.0946,1.09479,0
2024-01-02 14:45:00,1.09479,1.09487,1.0945,1.09465,0
2024-01-02 15:00:00,1.09465,1.09511,1.09456,1.09483,0
2024-01-02 15:15:00,1.09483,1.09506,1.09458,1.09459,0
2024-01-02 15:30:00,1.09462,1.09486,1.09461,1.09468,0
2024-01-02 15:45:00,1.09469,1.09486,1.09421,1.09431,0
2024-01-02 16:00:00,1.0943,1.09432,1.09395,1.09413,0
2024-01-02 16:15:00,1.09414,1.09426,1.09384,1.09384,0
2024-01-02 16:30:00,1.09384,1.09412,1.09383,1.09407,0
2024-01-02 16:45:00,1.09407,1.09424,1.09396,1.09396,0
2024-01-02 17:00:00,1.09396,1.09438,1.09375,1.09408,0
2024-01-02 17:15:00,1.09408,1.09426,1.09405,1.09408,0
2024-01-02 17:30:00,1.09408,1.0941,1.09392,1.09392,0
2024-01-02 17:45:00,1.09391,1.0943,1.09391,1.09404,0
2024-01-02 18:00:00,1.09404,1.09436,1.09404,1.0943,0
2024-01-02 18:15:00,1.09431,1.09431,1.09414,1.0943,0
2024-01-02 18:30:00,1.09429,1.09431,1.09416,1.09418,0
2024-01-02 18:45:00,1.09417,1.09436,1.09411,1.09416,0
2024-01-02 19:00:00,1.09416,1.09447,1.09412,1.09447,0
2024-01-02 19:15:00,1.09446,1.09487,1.09441,1.09487,0
2024-01-02 19:30:00,1.09487,1.09505,1.09481,1.09498,0
2024-01-02 19:45:00,1.09498,1.09503,1.09483,1.09494,0
2024-01-02 20:00:00,1.09493,1.09507,1.0948,1.09496,0
2024-01-02 20:15:00,1.09495,1.09511,1.09448,1.09506,0
2024-01-02 20:30:00,1.09508,1.09543,1.09502,1.09542,0
2024-01-02 20:45:00,1.09544,1.09546,1.09508,1.09513,0
2024-01-02 21:00:00,1.09513,1.0953,1.09498,1.09508,0
2024-01-02 21:15:00,1.09507,1.09512,1.09486,1.09488,0
2024-01-02 21:30:00,1.09498,1.095,1.09488,1.09495,0
2024-01-02 21:45:00,1.09494,1.0953,1.09492,1.09522,0
2024-01-02 22:00:00,1.09522,1.09546,1.09488,1.09488,0
2024-01-02 22:15:00,1.09489,1.09537,1.09488,1.09533,0
2024-01-02 22:30:00,1.09534,1.09592,1.09532,1.09591,0
2024-01-02 22:45:00,1.09591,1.09622,1.09591,1.09608,0
2024-01-02 23:00:00,1.09607,1.09624,1.09596,1.09606,0
2024-01-02 23:15:00,1.09607,1.0962,1.09602,1.09603,0
2024-01-02 23:30:00,1.09603,1.09617,1.09594,1.09598,0
2024-01-02 23:45:00,1.09598,1.09624,1.09588,1.09622,0
2024-01-03 00:00:00,1.09623,1.09627,1.09603,1.09608,0
2024-01-03 00:15:00,1.09608,1.09623,1.09586,1.09587,0
2024-01-03 00:30:00,1.09585,1.0961,1.09563,1.09568,0
2024-01-03 00:45:00,1.09569,1.09569,1.09512,1.09512,0
2024-01-03 01:00:00,1.09512,1.09565,1.09511,1.09565,0
2024-01-03 01:15:00,1.09566,1.09582,1.09548,1.09576,0
2024-01-03 01:30:00,1.09575,1.09588,1.09572,1.09586,0
2024-01-03 01:45:00,1.09585,1.09607,1.09584,1.09586,0
2024-01-03 02:00:00,1.09585,1.09598,1.09545,1.0955,0
2024-01-03 02:15:00,1.0955,1.09588,1.09514,1.09575,0
2024-01-03 02:30:00,1.09575,1.09627,1.0957,1.09574,0
2024-01-03 02:45:00,1.09572,1.09626,1.09553,1.09603,0
2024-01-03 03:00:00,1.09602,1.09654,1.09579,1.0964,0
2024-01-03 03:15:00,1.0964,1.09642,1.09504,1.09528,0
2024-01-03 03:30:00,1.09528,1.09577,1.09502,1.09559,0
2024-01-03 03:45:00,1.0956,1.09564,1.09506,1.09526,0
2024-01-03 04:00:00,1.09526,1.09562,1.09428,1.09434,0
2024-01-03 04:15:00,1.09433,1.09452,1.0936,1.09388,0
2024-01-03 04:30:00,1.09387,1.09443,1.09387,1.09393,0
2024-01-03 04:45:00,1.09394,1.09415,1.09348,1.09362,0
2024-01-03 05:00:00,1.09362,1.0939,1.09338,1.09351,0
2024-01-03 05:15:00,1.0935,1.09351,1.0929,1.09295,0
2024-01-03 05:30:00,1.09294,1.09343,1.09262,1.09278,0
2024-01-03 05:45:00,1.09278,1.09341,1.09275,1.09279,0
2024-01-03 06:00:00,1.0928,1.09297,1.09224,1.09226,0
2024-01-03 06:15:00,1.09225,1.09254,1.0921,1.09228,0
2024-01-03 06:30:00,1.09227,1.09234,1.09154,1.09178,0
2024-01-03 06:45:00,1.09178,1.09212,1.09166,1.09195,0
2024-01-03 07:00:00,1.09195,1.09257,1.09177,1.09256,0
2024-01-03 07:15:00,1.09256,1.0932,1.09249,1.09263,0
2024-01-03 07:30:00,1.09262,1.09282,1.09188,1.09205,0
2024-01-03 07:45:00,1.09205,1.09249,1.09145,1.09168,0
2024-01-03 08:00:00,1.09168,1.0921,1.0916,1.09177,0
2024-01-03 08:15:00,1.09178,1.09222,1.09101,1.09209,0
2024-01-03 08:30:00,1.09209,1.093,1.09197,1.09213,0
2024-01-03 08:45:00,1.09212,1.09233,1.09155,1.09215,0
2024-01-03 09:00:00,1.09216,1.09241,1.0913,1.09147,0
2024-01-03 09:15:00,1.09146,1.09195,1.0911,1.09154,0
2024-01-03 09:30:00,1.09154,1.09186,1.09099,1.09176,0
2024-01-03 09:45:00,1.09174,1.09265,1.09139,1.09183,0
2024-01-03 10:00:00,1.09179,1.09385,1.09124,1.0916,0
2024-01-03 10:15:00,1.09162,1.0924,1.09102,1.09153,0
2024-01-03 10:30:00,1.09151,1.09187,1.09046,1.09083,0
2024-01-03 10:45:00,1.09083,1.09083,1.0898,1.09044,0
2024-01-03 11:00:00,1.09045,1.09108,1.09026,1.09102,0
2024-01-03 11:15:00,1.09102,1.09182,1.09101,1.09128,0
2024-01-03 11:30:00,1.0913,1.09155,1.0911,1.09115,0
2024-01-03 11:45:00,1.09119,1.09138,1.09066,1.09081,0
2024-01-03 12:00:00,1.09081,1.09097,1.09036,1.09039,0
2024-01-03 12:15:00,1.09039,1.09093,1.09039,1.0909,0
2024-01-03 12:30:00,1.09089,1.09101,1.09061,1.09088,0
2024-01-03 12:45:00,1.0909,1.09096,1.09032,1.09066,0
2024-01-03 13:00:00,1.09066,1.09148,1.09065,1.09117,0
2024-01-03 13:15:00,1.09117,1.09138,1.09103,1.09105,0
2024-01-03 13:30:00,1.09103,1.09103,1.09026,1.09041,0
2024-01-03 13:45:00,1.09041,1.09076,1.09032,1.09054,0
2024-01-03 14:00:00,1.09055,1.09116,1.08929,1.08957,0
2024-01-03 14:15:00,1.08959,1.09238,1.08959,1.09225,0
2024-01-03 14:30:00,1.09229,1.09257,1.09144,1.09225,0
2024-01-03 14:45:00,1.09223,1.0925,1.09155,1.09176,0
2024-01-03 15:00:00,1.09177,1.09217,1.09152,1.09207,0
2024-01-03 15:15:00,1.09208,1.09232,1.0915,1.09177,0
2024-01-03 15:30:00,1.09177,1.09204,1.09165,1.09188,0
2024-01-03 15:45:00,1.09187,1.09221,1.09178,1.09212,0
2024-01-03 16:00:00,1.09211,1.0922,1.09187,1.09213,0
2024-01-03 16:15:00,1.09213,1.09236,1.09199,1.09227,0
2024-01-03 16:30:00,1.09229,1.09229,1.09191,1.09204,0
2024-01-03 16:45:00,1.09204,1.09229,1.09188,1.09206,0
2024-01-03 17:00:00,1.09206,1.09206,1.09167,1.09186,0
2024-01-03 17:15:00,1.09187,1.09225,1.09187,1.09197,0
2024-01-03 17:30:00,1.09196,1.09216,1.09195,1.09197,0
2024-01-03 17:45:00,1.09197,1.09215,1.09196,1.09206,0
2024-01-03 18:00:00,1.09207,1.09255,1.09207,1.09247,0
2024-01-03 18:15:00,1.09248,1.09248,1.0922,1.09244,0
2024-01-03 18:30:00,1.09242,1.09255,1.09237,1.09246,0
2024-01-03 18:45:00,1.09246,1.09275,1.09245,1.09258,0
2024-01-03 19:00:00,1.09259,1.09264,1.09212,1.09239,0
2024-01-03 19:15:00,1.09239,1.09266,1.09239,1.09253,0
2024-01-03 19:30:00,1.09253,1.09257,1.09208,1.09213,0
2024-01-03 19:45:00,1.09216,1.09231,1.09194,1.09225,0
2024-01-03 20:00:00,1.09224,1.09241,1.092,1.09204,0
2024-01-03 20:15:00,1.09203,1.09228,1.09189,1.09192,0
2024-01-03 20:30:00,1.09191,1.09195,1.09163,1.09169,0
2024-01-03 20:45:00,1.09168,1.09198,1.09167,1.09178,0
2024-01-03 21:00:00,1.09177,1.0919,1.09176,1.09187,0
2024-01-03 21:15:00,1.09187,1.09188,1.0916,1.09183,0
2024-01-03 21:30:00,1.09183,1.09199,1.09181,1.09188,0
2024-01-03 21:45:00,1.09187,1.09199,1.09174,1.09193,0
2024-01-03 22:00:00,1.09193,1.09231,1.09193,1.09228,0
2024-01-03 22:15:00,1.09229,1.0927,1.09222,1.09267,0
2024-01-03 22:30:00,1.09266,1.09306,1.0926,1.09261,0
2024-01-03 22:45:00,1.09259,1.09268,1.09253,1.09261,0
2024-01-03 23:00:00,1.09261,1.09273,1.09247,1.09263,0
2024-01-03 23:15:00,1.09262,1.09266,1.09247,1.09251,0
2024-01-03 23:30:00,1.09252,1.09285,1.09249,1.0928,0
2024-01-03 23:45:00,1.09278,1.09282,1.09251,1.09258,0
2024-01-04 00:00:00,1.09259,1.09259,1.09228,1.09241,0
2024-01-04 00:15:00,1.09242,1.09257,1.09234,1.09234,0
2024-01-04 00:30:00,1.09235,1.09245,1.09219,1.09235,0
2024-01-04 00:45:00,1.09236,1.09268,1.09229,1.09266,0
2024-01-04 01:00:00,1.09265,1.09292,1.09265,1.09292,0
2024-01-04 01:15:00,1.09292,1.09346,1.09292,1.09316,0
2024-01-04 01:30:00,1.09315,1.09318,1.09208,1.09227,0
2024-01-04 01:45:00,1.09227,1.09324,1.09227,1.09324,0
2024-01-04 02:00:00,1.09323,1.09378,1.09296,1.09369,0
2024-01-04 02:15:00,1.09368,1.09371,1.09295,1.0933,0
2024-01-04 02:30:00,1.09329,1.09436,1.09326,1.09428,0
2024-01-04 02:45:00,1.09426,1.09429,1.09346,1.09375,0
2024-01-04 03:00:00,1.09375,1.09445,1.09345,1.09434,0
2024-01-04 03:15:00,1.09431,1.09487,1.09414,1.09424,0
2024-01-04 03:30:00,1.09427,1.0943,1.0937,1.09402,0
2024-01-04 03:45:00,1.09401,1.09559,1.09387,1.09532,0
2024-01-04 04:00:00,1.09532,1.09576,1.09453,1.09505,0
2024-01-04 04:15:00,1.09505,1.09578,1.095,1.09568,0
2024-01-04 04:30:00,1.09569,1.09668,1.09561,1.09661,0
2024-01-04 04:45:00,1.0966,1.0969,1.09634,1.09675,0
2024-01-04 05:00:00,1.09675,1.09721,1.09623,1.09623,0
2024-01-04 05:15:00,1.09624,1.09672,1.09592,1.09608,0
2024-01-04 05:30:00,1.0961,1.09649,1.09581,1.09588,0
2024-01-04 05:45:00,1.09587,1.096,1.09543,1.09555,0
2024-01-04 06:00:00,1.09556,1.09569,1.0953,1.0954,0
2024-01-04 06:15:00,1.09541,1.09563,1.09496,1.09548,0
2024-01-04 06:30:00,1.09549,1.09578,1.09527,1.09552,0
2024-01-04 06:45:00,1.09551,1.09553,1.09462,1.09479,0
2024-01-04 07:00:00,1.09477,1.0951,1.09468,1.09497,0
2024-01-04 07:15:00,1.09499,1.0955,1.09487,1.09543,0
2024-01-04 07:30:00,1.09542,1.09554,1.09503,1.0955,0
2024-01-04 07:45:00,1.0955,1.09557,1.09514,1.09522,0
2024-01-04 08:00:00,1.09523,1.09542,1.09482,1.09509,0
2024-01-04 08:15:00,1.09509,1.09552,1.09447,1.0948,0
2024-01-04 08:30:00,1.09479,1.09484,1.09327,1.09419,0
2024-01-04 08:45:00,1.09419,1.09497,1.09383,1.0947,0
2024-01-04 09:00:00,1.09469,1.09505,1.09393,1.09421,0
2024-01-04 09:15:00,1.0942,1.09483,1.09406,1.09427,0
2024-01-04 09:30:00,1.09429,1.09475,1.09381,1.09445,0
2024-01-04 09:45:00,1.09445,1.09469,1.094,1.09453,0
2024-01-04 10:00:00,1.09452,1.09612,1.09452,1.09612,0
2024-01-04 10:15:00,1.09612,1.09651,1.09557,1.09645,0
2024-01-04 10:30:00,1.09645,1.0965,1.09561,1.09624,0
2024-01-04 10:45:00,1.09625,1.09652,1.09533,1.0955,0
2024-01-04 11:00:00,1.09551,1.09628,1.09542,1.09612,0
2024-01-04 11:15:00,1.0961,1.09639,1.09583,1.09596,0
2024-01-04 11:30:00,1.09596,1.09616,1.09549,1.09555,0
2024-01-04 11:45:00,1.09555,1.09593,1.09549,1.0956,0
2024-01-04 12:00:00,1.09561,1.09597,1.09538,1.09553,0
2024-01-04 12:15:00,1.09554,1.09587,1.09454,1.09458,0
2024-01-04 12:30:00,1.09459,1.09488,1.09418,1.09469,0
2024-01-04 12:45:00,1.0947,1.09504,1.09441,1.09504,0
2024-01-04 13:00:00,1.09504,1.09519,1.09492,1.0951,0
2024-01-04 13:15:00,1.09507,1.09543,1.09492,1.09494,0
2024-01-04 13:30:00,1.09495,1.09512,1.0948,1.09482,0
2024-01-04 13:45:00,1.09481,1.09506,1.09459,1.09469,0
2024-01-04 14:00:00,1.09471,1.09476,1.09449,1.09458,0
2024-01-04 14:15:00,1.09459,1.09474,1.09433,1.09444,0
2024-01-04 14:30:00,1.09445,1.09461,1.09435,1.09448,0
2024-01-04 14:45:00,1.09447,1.09498,1.09443,1.0947,0
2024-01-04 15:00:00,1.09469,1.09476,1.09446,1.0946,0
2024-01-04 15:15:00,1.09459,1.0946,1.09431,1.09448,0
2024-01-04 15:30:00,1.09448,1.09478,1.09443,1.09447,0
2024-01-04 15:45:00,1.09447,1.09491,1.09438,1.09491,0
2024-01-04 16:00:00,1.0949,1.095,1.09469,1.09493,0
2024-01-04 16:15:00,1.09493,1.09499,1.09474,1.09477,0
2024-01-04 16:30:00,1.09477,1.09479,1.09455,1.0947,0
2024-01-04 16:45:00,1.09471,1.09484,1.09435,1.09441,0
2024-01-04 17:00:00,1.09441,1.09473,1.0943,1.09465,0
2024-01-04 17:15:00,1.09465,1.09492,1.09457,1.09457,0
2024-01-04 17:30:00,1.09457,1.09498,1.09451,1.0948,0
2024-01-04 17:45:00,1.09479,1.09484,1.09453,1.09463,0
2024-01-04 18:00:00,1.0946,1.09488,1.09449,1.09461,0
2024-01-04 18:15:00,1.09461,1.09469,1.09442,1.09442,0
2024-01-04 18:30:00,1.09442,1.09458,1.09431,1.09448,0
2024-01-04 18:45:00,1.09447,1.0947,1.09447,1.09462,0
2024-01-04 19:00:00,1.09461,1.09487,1.09443,1.09486,0
2024-01-04 19:15:00,1.09486,1.09503,1.09484,1.09493,0
2024-01-04 19:30:00,1.09494,1.09507,1.09487,1.09502,0
2024-01-04 19:45:00,1.09502,1.09514,1.0948,1.09508,0
2024-01-04 20:00:00,1.09508,1.09546,1.09501,1.09538,0
2024-01-04 20:15:00,1.0954,1.09551,1.09511,1.09517,0
2024-01-04 20:30:00,1.09517,1.09556,1.09502,1.09548,0
2024-01-04 20:45:00,1.09551,1.09558,1.09508,1.09515,0
2024-01-04 21:00:00,1.09515,1.09533,1.09506,1.09527,0
2024-01-04 21:15:00,1.09531,1.09541,1.09515,1.09521,0
2024-01-04 21:30:00,1.09522,1.09522,1.09486,1.09487,0
2024-01-04 21:45:00,1.09486,1.095,1.09466,1.09469,0
2024-01-04 22:00:00,1.09468,1.09473,1.09437,1.09437,0
2024-01-04 22:15:00,1.09437,1.09447,1.09406,1.09408,0
2024-01-04 22:30:00,1.09408,1.0942,1.09401,1.09407,0
2024-01-04 22:45:00,1.09407,1.09408,1.09391,1.09392,0
2024-01-04 23:00:00,1.09392,1.09399,1.09376,1.09381,0
2024-01-04 23:15:00,1.09382,1.09407,1.09376,1.09397,0
2024-01-04 23:30:00,1.09397,1.09411,1.09386,1.09386,0
2024-01-04 23:45:00,1.09385,1.09386,1.09363,1.09371,0
2024-01-05 00:00:00,1.09371,1.09375,1.09341,1.09352,0
2024-01-05 00:15:00,1.09352,1.09363,1.09343,1.09352,0
2024-01-05 00:30:00,1.09355,1.09367,1.09355,1.09357,0
2024-01-05 00:45:00,1.09356,1.09381,1.09346,1.09374,0
2024-01-05 01:00:00,1.09374,1.09374,1.09317,1.09319,0
2024-01-05 01:15:00,1.09319,1.09319,1.09275,1.09287,0
2024-01-05 01:30:00,1.09286,1.09291,1.09247,1.09256,0
2024-01-05 01:45:00,1.09257,1.09283,1.09256,1.09276,0
2024-01-05 02:00:00,1.09275,1.09312,1.09252,1.09302,0
2024-01-05 02:15:00,1.09302,1.09333,1.09287,1.09302,0
2024-01-05 02:30:00,1.09303,1.0932,1.09241,1.09243,0
2024-01-05 02:45:00,1.09242,1.09282,1.09226,1.09231,0
2024-01-05 03:00:00,1.09231,1.09257,1.09202,1.09226,0
2024-01-05 03:15:00,1.09227,1.09247,1.09163,1.09171,0
2024-01-05 03:30:00,1.0917,1.09171,1.09106,1.09115,0
2024-01-05 03:45:00,1.09114,1.09146,1.09034,1.09076,0
2024-01-05 04:00:00,1.09075,1.09152,1.09028,1.09147,0
2024-01-05 04:15:00,1.09147,1.09234,1.09136,1.09225,0
2024-01-05 04:30:00,1.09224,1.09305,1.09169,1.09172,0
2024-01-05 04:45:00,1.09171,1.09172,1.09099,1.09126,0
2024-01-05 05:00:00,1.09126,1.0913,1.0907,1.09103,0
2024-01-05 05:15:00,1.09103,1.09111,1.09036,1.09048,0
2024-01-05 05:30:00,1.09048,1.09113,1.09039,1.09099,0
2024-01-05 05:45:00,1.09099,1.09137,1.09084,1.09127,0
2024-01-05 06:00:00,1.09126,1.09143,1.09103,1.09116,0
2024-01-05 06:15:00,1.09115,1.09159,1.09099,1.09119,0
2024-01-05 06:30:00,1.0912,1.09164,1.0911,1.0916,0
2024-01-05 06:45:00,1.0916,1.09175,1.09125,1.09142,0
2024-01-05 07:00:00,1.09142,1.09189,1.09142,1.09173,0
2024-01-05 07:15:00,1.09173,1.09177,1.09136,1.09157,0
2024-01-05 07:30:00,1.09157,1.09198,1.09137,1.09185,0
2024-01-05 07:45:00,1.09184,1.09208,1.09142,1.09176,0
2024-01-05 08:00:00,1.09177,1.09218,1.09159,1.09218,0
2024-01-05 08:15:00,1.09221,1.09278,1.09191,1.09195,0
2024-01-05 08:30:00,1.09194,1.09195,1.08767,1.09172,0
2024-01-05 08:45:00,1.09172,1.09251,1.09051,1.0921,0
2024-01-05 09:00:00,1.09212,1.09392,1.09212,1.09258,0
2024-01-05 09:15:00,1.09259,1.09485,1.09249,1.09456,0
2024-01-05 09:30:00,1.09455,1.09498,1.09361,1.09405,0
2024-01-05 09:45:00,1.09404,1.09548,1.09402,1.0949,0
2024-01-05 10:00:00,1.09492,1.09984,1.0949,1.09853,0
2024-01-05 10:15:00,1.09852,1.09919,1.0972,1.09811,0
2024-01-05 10:30:00,1.09812,1.09937,1.09762,1.09894,0
2024-01-05 10:45:00,1.09891,1.09927,1.09757,1.09781,0
2024-01-05 11:00:00,1.09782,1.098,1.09684,1.0976,0
2024-01-05 11:15:00,1.09758,1.09805,1.09624,1.0963,0
2024-01-05 11:30:00,1.0963,1.09701,1.0963,1.09684,0
2024-01-05 11:45:00,1.09685,1.09697,1.0953,1.09559,0
2024-01-05 12:00:00,1.09558,1.09561,1.09441,1.09491,0
2024-01-05 12:15:00,1.09491,1.09543,1.09452,1.09454,0
2024-01-05 12:30:00,1.09453,1.09512,1.0943,1.09502,0
2024-01-05 12:45:00,1.09501,1.09513,1.09451,1.09462,0
2024-01-05 13:00:00,1.09461,1.09461,1.09373,1.09399,0
2024-01-05 13:15:00,1.094,1.09458,1.09352,1.09452,0
2024-01-05 13:30:00,1.09452,1.09539,1.0945,1.09508,0
2024-01-05 13:45:00,1.09509,1.09562,1.095,1.0954,0
2024-01-05 14:00:00,1.09542,1.09597,1.09537,1.09565,0
2024-01-05 14:15:00,1.09564,1.09569,1.09515,1.09536,0
2024-01-05 14:30:00,1.09536,1.09566,1.09474,1.09491,0
2024-01-05 14:45:00,1.09488,1.09488,1.09431,1.09452,0
2024-01-05 15:00:00,1.09452,1.09471,1.09421,1.09432,0
2024-01-05 15:15:00,1.09431,1.09432,1.09386,1.09402,0
2024-01-05 15:30:00,1.094,1.09411,1.09357,1.09396,0
2024-01-05 15:45:00,1.09399,1.09417,1.09376,1.09392,0
2024-01-05 16:00:00,1.09393,1.09395,1.0937,1.09383,0
2024-01-05 16:15:00,1.09382,1.09399,1.09376,1.09386,0
2024-01-05 16:30:00,1.09388,1.09394,1.09386,1.09391,0
2024-01-05 16:45:00,1.09391,1.0942,1.0939,1.09392,0
2024-01-07 17:00:00,1.09386,1.09442,1.09376,1.09434,0
2024-01-07 17:15:00,1.09434,1.09446,1.09418,1.09436,0
2024-01-07 17:30:00,1.0944,1.09444,1.09427,1.09439,0
2024-01-07 17:45:00,1.0944,1.09451,1.09439,1.09444,0
2024-01-07 18:00:00,1.09445,1.09456,1.09381,1.09391,0
2024-01-07 18:15:00,1.0939,1.094,1.09355,1.09356,0
2024-01-07 18:30:00,1.09356,1.09375,1.09349,1.09373,0
2024-01-07 18:45:00,1.09374,1.09419,1.09374,1.09415,0
2024-01-07 19:00:00,1.09413,1.09438,1.09402,1.09438,0
2024-01-07 19:15:00,1.09438,1.09466,1.09438,1.09462,0
2024-01-07 19:30:00,1.09459,1.09485,1.09449,1.09475,0
2024-01-07 19:45:00,1.09476,1.09492,1.09475,1.09485,0
2024-01-07 20:00:00,1.09484,1.09504,1.09469,1.09489,0
2024-01-07 20:15:00,1.09489,1.09522,1.09485,1.09505,0
2024-01-07 20:30:00,1.09505,1.09525,1.09499,1.09521,0
